## ARTICLE EIGHT - WAGES, BENEFITS &amp; MONETARY CONDITIONS

8.01 Wage Rates and Fringe Benefits shall be in accordance with the following schedules:

## 8.01 (a) Industrial Work Local 488

| Effective Date                                                                                            | Base Rate VP& SHP                                                                                         | Hourly Rate (Base Rate +                                                                                  | ISIT (Earned)                                                                                             | H&W (Earned)                                                                                              | Pension (Earned)                                                                                          | Training (Earned)                                                                                         | SBTF (Earned)                                                                                             | UAW&O (Worked)                                                                                            | Total Wage                                                                                                |                                                                                                           |
| 07-May-28                                                | $30.98                                                   | $3.10                                                    | $34.08                                                   | $0.15                                                    | $3.20                                                    | $4.29                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $42.27                                                   |
| 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              | 2nd Yr. Appt. Plumber (60%)                              |
| 04-May-25                                                | $26.55                                                   | $2.66                                                    | $29.21                                                   | $0.15                                                    | $2.70                                                    | $3.96                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $36.57                                                   |
| 03-May-26                                                | $27.06                                                   | $2.71                                                    | $29.77                                                   | $0.15                                                    | $2.95                                                    | $3.96                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $37.38                                                   |
| 02-May-27                                                | $27.76                                                   | $2.78                                                    | $30.54                                                   | $0.15                                                    | $2.95                                                    | $3.96                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $38.15                                                   |
| 07-May-28                                                | $28.58                                                   | $2.86                                                    | $31.44                                                   | $0.15                                                    | $3.20                                                    | $3.96                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $39.30                                                   |
| 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               | 1st Yr. Appt. SF-PF &Welder &Plumber (50%)               |
| 04-May-25                                                | $22.10                                                   | $2.21                                                    | $24.31                                                   | $0.15                                                    | $2.70                                                    | $3.30                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $31.01                                                   |
| 03-May-26                                                | $22.53                                                   | $2.25                                                    | $24.78                                                   | $0.15                                                    | $2.95                                                    | $3.30                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $31.73                                                   |
| 02-May-27                                                | $23.11                                                   | $2.31                                                    | $25.42                                                   | $0.15                                                    | $2.95                                                    | $3.30                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $32.37                                                   |
| 07-May-28                                                | $23.80 $2.38                                             |                                                          | $26.18                                                   | $0.15                                                    | $3.20                                                    | $3.30                                                    | $0.35                                                    | $0.05                                                    | $0.15                                                    | $33.38                                                   |

- 1) Calculate the Health and Welfare contribution on hours worked .
- 2) Calculate "ISIT" contribution on hours earned .
- 3) Monthly Union Dues = 3x base rate (maximum Journeyman Rate).
- 4) Fraternal &amp; Building dues 18¢ are earned and to be deducted from wages and remitted at same time and in same manner as Union dues, per the most recent ratified ICI Collective Agreement.
- 5) BTA dues of 6¢ per hour earned to be deducted from wages and remitted at same time and in same manner as Union dues.
- 6) B Pressure Welder with Alloy Certificates receive an additional $3.25 per hour worked
- 7) National Wellness &amp; Organization will be paid on hours worked.

.

8.01 (c) Instrument Mechanic/Welder &amp; Plumber (488/496 Industrial)

| Effective Date                    | Base Rate                         | VP& SHP                           | Hourly Rate (Base Rate + VP SH)   | ISIT (Earned)                     | H&W (Earned)                      | Pension (Earned)                  | Training (Earned)                 | SBTF (Earned)                     | UAW&O (Worked)                    | Total Wage                        |
|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|-----------------------------------|
| General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            | General Foreman (ICCS)            |
| 04-May-25                         | $65.61                            | $6.56                             | $72.17                            | $0.15                             | $2.70                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $82.73                            |
| 03-May-26                         | $66.71                            | $6.67                             | $73.38                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $84.19                            |
| 02-May-27                         | $68.06                            | $6.81                             | $74.87                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $85.68                            |
| 07-May-28                         | $69.90                            | $6.99                             | $76.89                            | $0.15                             | $3.20                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $87.95                            |
| General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   | General Foreman                   |
| 04-May-25                         | $64.11                            | $6.41                             | $70.52                            | $0.15                             | $2.70                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $81.08                            |
| 03-May-26                         | $65.21                            | $6.52                             | $71.73                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $82.54                            |
| 02-May-27                         | $66.56                            | $6.66                             | $73.22                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $84.03                            |
| 07-May-28                         | $68.40                            | $6.84                             | $75.24                            | $0.15                             | $3.20                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $86.30                            |
| Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    | Foreman (ICCS)                    |
| 04-May-25                         | $63.61                            | $6.36                             | $69.97                            | $0.15                             | $2.70                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $80.53                            |
| 03-May-26                         | $64.71                            | $6.47                             | $71.18                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $81.99                            |
| 02-May-27                         | $66.06                            | $6.61                             | $72.67                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $83.48                            |
| 07-May-28                         | $67.90                            | $6.79                             | $74.69                            | $0.15                             | $3.20                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $85.75                            |
| Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           | Foreman                           |
| 04-May-25                         | $62.11                            | $6.21                             | $68.32                            | $0.15                             | $2.70                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $78.88                            |
| 03-May-26                         | $63.21                            | $6.32                             | $69.53                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $80.34                            |
| 02-May-27                         | $64.56                            | $6.46                             | $71.02                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $81.83                            |
| 07-May-28                         | $66.40                            | $6.64                             | $73.04                            | $0.15                             | $3.20                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $84.10                            |
| Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) | Journeyman Instrumentation (100%) |
| 04-May-25                         | $56.61                            | $5.66                             | $62.27                            | $0.15                             | $2.70                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $72.83                            |
| 03-May-26                         | $57.71                            | $5.77                             | $63.48                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $74.29                            |
| 02-May-27                         | $59.06                            | $5.91                             | $64.97                            | $0.15                             | $2.95                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $75.78                            |
| 07-May-28                         | $60.90                            | $6.09                             | $66.99                            | $0.15                             | $3.20                             | $6.60                             | $0.91                             | $0.05                             | $0.15                             | $78.05                            |
| 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               | 4th Yr. Appt. (85%)               |
| 04-May-25                         | $48.10                            | $4.81                             | $52.91                            | $0.15                             | $2.70                             | $5.61                             | $0.91                             | $0.05                             | $0.15                             | $62.48                            |
| 03-May-26                         | $49.03                            | $4.90                             | $53.93                            | $0.15                             | $2.95                             | $5.61                             | $0.91                             | $0.05                             | $0.15                             | $63.75                            |
| 02-May-27                         | $50.18                            | $5.02                             | $55.20                            | $0.15                             | $2.95                             | $5.61                             | $0.91                             | $0.05                             | $0.15                             | $65.02                            |
| 07-May-28                         | $51.74                            | $5.17                             | $56.91                            | $0.15                             | $3.20                             | $5.61                             | $0.91                             | $0.05                             | $0.15                             | $66.98                            |
| 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               | 3rd Yr. Appt. (75%)               |
| 04-May-25                         | $42.42                            | $4.24                             | $46.66                            | $0.15                             | $2.70                             | $4.95                             | $0.91                             | $0.05                             | $0.15                             | $55.57                            |
| 03-May-26                         | $43.25                            | $4.33                             | $47.58                            | $0.15                             | $2.95                             | $4.95                             | $0.91                             | $0.05                             | $0.15                             | $56.74                            |
| 02-May-27                         | $44.26                            | $4.43                             | $48.69                            | $0.15                             | $2.95                             | $4.95                             | $0.91                             | $0.05                             | $0.15                             | $57.85                            |
| 07-May-28                         | $45.64                            | $4.56                             | $50.20                            | $0.15                             | $3.20                             | $4.95                             | $0.91                             | $0.05                             | $0.15                             | $59.61                            |
| 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               | 2nd Yr. Appt. (65%)               |
| 04-May-25                         | $36.74                            | $3.67                             | $40.41                            | $0.15                             | $2.70                             | $4.29                             | $0.91                             | $0.05                             | $0.15                             | $48.66                            |
| 03-May-26                         | $37.46                            | $3.75                             | $41.21                            | $0.15                             | $2.95                             | $4.29                             | $0.91                             | $0.05                             | $0.15                             | $49.71                            |
| 02-May-27                         | $38.34                            | $3.83                             | $42.17                            | $0.15                             | $2.95                             | $4.29                             | $0.91                             | $0.05                             | $0.15                             | $50.67                            |
| 07-May-28                         | $39.53                            | $3.95                             | $43.48                            | $0.15                             | $3.20                             | $4.29                             | $0.91                             | $0.05                             | $0.15                             | $52.23                            |
| 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               | 1st Yr. Appt. (55%)               |
| 04-May-25                         | $31.07                            | $3.11                             | $34.18                            | $0.15                             | $2.70                             | $3.63                             | $0.91                             | $0.05                             | $0.15                             | $41.77                            |
| 03-May-26                         | $31.67                            | $3.17                             | $34.84                            | $0.15                             | $2.95                             | $3.63                             | $0.91                             | $0.05                             | $0.15                             | $42.68                            |
| 02-May-27                         | $32.42                            | $3.24                             | $35.66                            | $0.15                             | $2.95                             | $3.63                             | $0.91                             | $0.05                             | $0.15                             | $43.50                            |
| 07-May-28                         | $33.43                            | $3.34                             | $36.77                            | $0.15                             | $3.20                             | $3.63                             | $0.91                             | $0.05                             | $0.15                             | $44.86                            |

1) Calculate the Health and Welfare and "ISIT" contribution on hours earned .

2) Monthly Union Dues = 3x base rate (maximum Journeyman Rate).

3) Fraternal &amp; Building dues 18¢ are earned and to be deducted from wages and remitted at same time and in same manner as Union dues, per the most recent ratified ICI Collective Agreement.

- 4) BTA dues of 6¢ per hour earned to be deducted from wages and remitted at same time and in same manner as Union dues.

5) National Wellness &amp; Organization will be paid on hours worked.

8.01 (d) Industrial Pipefitter / Steamfitter &amp; Welder 496

| Effective Date                                     | Base Rate                                          | Hourly Rate (BR + VS)                              | MMDF                                               | H&W                                                | Pens                                               | Train                                              | Supp Ben                                           | NAT/O RG                                           | B&B                                                | Total Wage                                         |
|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|----------------------------------------------------|
| General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    | General Foreman                                    |
| May4th, 2025                                       | $64.35                                             | $70.79                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $81.09                                             |
| May3rd, 2026                                       | $65.34                                             | $71.87                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $82.53                                             |
| May2nd, 2027                                       | $66.35                                             | $72.99                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $84.04                                             |
| May7th, 2028                                       | $67.84                                             | $74.62                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $86.29                                             |
| Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            | Foreman                                            |
| May4th, 2025                                       | $62.35                                             | $68.59                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $78.89                                             |
| May3rd, 2026                                       | $63.34                                             | $69.67                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $80.33                                             |
| May2nd, 2027                                       | $64.35                                             | $70.79                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $81.84                                             |
| May7th, 2028                                       | $65.84                                             | $72.42                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $84.09                                             |
| Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          | Journeyman SF &BPressure Welders &Plumber          |
| May4th, 2025                                       | $56.85                                             | $62.54                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $72.83                                             |
| May3rd, 2026                                       | $57.84                                             | $63.62                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $74.29                                             |
| May2nd, 2027                                       | $58.85                                             | $64.74                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $75.78                                             |
| May7th, 2028                                       | $60.34                                             | $66.37                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $78.05                                             |
| JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   | JM Welder w/CWB&4th yr. Appt. SF                   |
| May4th, 2025                                       | $51.12                                             | $56.23                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $66.53                                             |
| May3rd, 2026                                       | $52.01                                             | $57.21                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $67.87                                             |
| May2nd, 2027                                       | $52.92                                             | $58.21                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $69.26                                             |
| May7th, 2028                                       | $54.26                                             | $59.69                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $71.35                                             |
| JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   | JM Welder w/oCWB                                   |
| May4th, 2025                                       | $48.25                                             | $53.08                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $63.37                                             |
| May3rd, 2026                                       | $49.09                                             | $54.00                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $64.66                                             |
| May2nd, 2027                                       | $49.95                                             | $54.95                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $65.99                                             |
| May7th, 2028                                       | $51.21                                             | $56.33                                             | $0.60                                              | $2.70                                              | $6.95                                              | $0.74                                              | $0.30                                              | $0.15                                              | $0.23                                              | $68.01                                             |
| 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber | 3rd Yr. Appt. SF-PF &Welder &4th Yr. Appt. Plumber |
| May4th, 2025                                       | $45.38                                             | $49.92                                             | $0.60                                              | $2.40                                              | $6.20                                              | $0.60                                              | $0.20                                              | $0.15                                              | $0.15                                              | $60.22                                             |
| May3rd, 2026                                       | $46.17                                             | $50.79                                             | $0.60                                              | $2.40                                              | $6.50                                              | $0.64                                              | $0.20                                              | $0.15                                              | $0.17                                              | $61.45                                             |
| May2nd, 2027                                       | $46.98                                             | $51.68                                             | $0.60                                              | $2.65                                              | $6.50                                              | $0.69                                              | $0.25                                              | $0.15                                              | $0.21                                              | $62.73                                             |
